Она следует;She follows;следовать;to follow (followed)
Я не следую;I don't follow;следовать;to follow (followed)
Ты следовал? ;Did you follow?;следовать;to follow (followed)
Она следовала;She followed;следовать;to follow (followed)
Ты не следовал;You didn't follow;следовать;to follow (followed)
Он не останавливал;He didn't stop;останавливать;to stop (stopped)
Я останавливал;I stopped;останавливать;to stop (stopped)
Ты останавливал? ;Did you stop?;останавливать;to stop (stopped)
Она не останавливает;She doesn't stop;останавливать;to stop (stopped)
Он останавливает;He stops;останавливать;to stop (stopped)
Они останавливают?;Do they stop?;останавливать;to stop (stopped)
Мы не будем останавливать;We won't stop;останавливать;to stop (stopped)
Я остановлю;I will stop;останавливать;to stop (stopped)
Ты останавишь? ;Will you stop?;останавливать;to stop (stopped)
Ты не создавал;You didn't create;создавать;to create (created)
Она создавала;She created;создавать;to create (created)
Ты создаешь? ;Do you create?;создавать;to create (created)
Он создает? ;Does he create?;создавать;to create (created)
Они не будут создавать;They won't create;создавать;to create (created)
Я не создаю;I don't create;создавать;to create (created)
Она создает;She creates;создавать;to create (created)
Ты будешь создавать;You will create;создавать;to create (created)
Мы будем создавать? ;Will we create?;создавать;to create (created)
Ты не читал;You didn’t read;читать;to read (read, read)
Она читала;She read;читать;to read (read, read)
Ты читал? ;Did you read?;читать;to read (read, read)
Я не читаю;I don't read;читать;to read (read, read)
Она читает;She reads;читать;to read (read, read)
Он читал? ;Did he read?;читать;to read (read, read)
Они не будут читать;They won't read;читать;to read (read, read)
Мы будем читать;We will read;читать;to read (read, read)
Ты будешь читать? ;Will you read?;читать;to read (read, read)
Ты потратишь? ;Will you spend?;тратить;to spend (spent, spent)
Я буду тратить;I will spend;тратить;to spend (spent, spent)
Мы не будем тратить;We won't spend;тратить;to spend (spent, spent)
Они тратят? ;Do they spend?;тратить;to spend (spent, spent)
Он тратит;He spends;тратить;to spend (spent, spent)
Она не тратит;She doesn't spend;тратить;to spend (spent, spent)
Ты тратил? ;Did you spend?;тратить;to spend (spent, spent)
Я тратил;I spent;тратить;to spend (spent, spent)
Он не тратил;He didn’t spend;тратить;to spend (spent, spent)
Мы будем расти? ;Will we grow?;расти;to grow (grew, grown)
Ты будешь расти;You will grow;расти;to grow (grew, grown)
Она растет;She grows;расти;to grow (grew, grown)
Я не расту;I don't grow;расти;to grow (grew, grown)
Он не будет расти;He won't grow;расти;to grow (grew, grown)
Он растет? ;Does he grow?;расти;to grow (grew, grown)
Ты растешь? ;Do you grow?;расти;to grow (grew, grown)
Она росла;She grew;расти;to grow (grew, grown)
Ты не рос;You didn’t grow;расти;to grow (grew, grown)
Ты откроешь? (Ты будешь открывать?) ;Will you open?;открывать;to open (opened)
Мы откроем (Мы будем открывать);We will open;открывать;to open (opened)
Они не откроют (Они не будут открывать);They won't open;открывать;to open (opened)
Он открывал? ;Did he open?;открывать;to open (opened)
Она открывает;She opens;открывать;to open (opened)
Я не открываю;I don't open;открывать;to open (opened)
Ты открывал? ;Did you open?;открывать;to open (opened)
Она открывала;She opened;открывать;to open (opened)
Ты не открывал;You didn't open;открывать;to open (opened)
Он не побеждал;He didn't win;побеждать;to win (won, won)
Я побеждал;I won;побеждать;to win (won, won)
Ты побеждал? ;Did you win?;побеждать;to win (won, won)
Она не побеждает;She doesn't win;побеждать;to win (won, won)
Он побеждает;He wins;побеждать;to win (won, won)
Они побеждают? ;Do they win?;побеждать;to win (won, won)
Мы не победим (Мы не будем побеждать);We won't win;побеждать;to win (won, won)
Ты победишь (Ты будешь побеждать);You will win;побеждать;to win (won, won)
Я одержу победу? (Я буду побеждать?) ;Will I win?;побеждать;to win (won, won)
Ты не учил;You didn’t teach;учить;to teach (taught, taught)
Она учила;She taught;учить;to teach (taught, taught)
Ты учишь? ;Do you teach?;учить;to teach (taught, taught)
Он учит? ;Does he teach?;учить;to teach (taught, taught)
Они не будут учить;They won't teach;учить;to teach (taught, taught)
Я не учу;I don't teach;учить;to teach (taught, taught)
Она учит;She teaches;учить;to teach (taught, taught)
Ты будешь учить;You will teach;учить;to teach (taught, taught)
Мы будем учить? ;Will we teach?;учить;to teach (taught, taught)
Ты не предлагал;You didn't offer;предлагать;to offer (offered)
Она предлагала;She offered;предлагать;to offer (offered)
Ты предлагал? ;Did you offer?;предлагать;to offer (offered)
Я не предлагаю;I don't offer;предлагать;to offer (offered)
Она предлагает;She offers;предлагать;to offer (offered)
Он предлагал? ;Did he offer?;предлагать;to offer (offered)
Они не предложат (Они не будут предлагать);They won't offer;предлагать;to offer (offered)
Мы предложим (Мы будем предлагать);We will offer;предлагать;to offer (offered)
Ты предложишь? (Ты будешь предлагать?) ;Will you offer?;предлагать;to offer (offered)
Ты будешь помнить? ;Will you remember?;помнить;to remember (remembered)
Я буду помнить;I will remember;помнить;to remember (remembered)
Мы не будем помнить;We won't remember;помнить;to remember (remembered)
Они помнят? ;Do they remember?;помнить;to remember (remembered)
Он помнит;He remembers;помнить;to remember (remembered)
Она не помнит;She doesn't remember;помнить;to remember (remembered)
Ты помнил? ;Did you remember?;помнить;to remember (remembered)
Я помнил;I remembered;помнить;to remember (remembered)
Он не помнил;He didn't remember;помнить;to remember (remembered)
Ты будешь предполагать? ;Will you consider?;считать (полагать);to consider (considered)
Они будут считать;They will consider;считать (полагать);to consider (considered)
Она полагает;She considers;считать (полагать);to consider (considered)
Я не считаю;I don't consider;считать (полагать);to consider (considered)
Они не будут считать;They won't consider;считать (полагать);to consider (considered)
Он считает? ;Does he consider?;считать (полагать);to consider (considered)
Ты полагаешь? ;Do you consider?;считать (полагать);to consider (considered)
Она считала;She considered;считать (полагать);to consider (considered)
Ты не считал;You didn't considered;считать (полагать);to consider (considered)
Ты появишься? (Ты будешь появляться?) ;Will you appear?;появляться;to appear (appeared)
Мы появимся (Мы будем появляться);We will appear;появляться;to appear (appeared)
Они не появятся (Они не будут появляться);They won't appear;появляться;to appear (appeared)
Он появлялся? ;Did he appear?;появляться;to appear (appeared)
Она появляется;She appears;появляться;to appear (appeared)
Он не появляется;He doesn't appear;появляться;to appear (appeared)
Ты появился? ;Did you appear?;появляться;to appear (appeared)
Она появлялась;She appeared;появляться;to appear (appeared)
Ты не появлялся;You didn't appear;появляться;to appear (appeared)
Он не покупал;He didn't buy;покупать;to buy (bought, bought)
Я покупал;I bought;покупать;to buy (bought, bought)
Ты покупал? ;Did you buy?;покупать;to buy (bought, bought)
Она не покупает;She doesn't buy;покупать;to buy (bought, bought)
Он покупает;He buys;покупать;to buy (bought, bought)
Они покупают? ;Do they buy?;покупать;to buy (bought, bought)
Мы не купим (Мы не будем покупать);We won't buy;покупать;to buy (bought, bought)
Я куплю (Я буду покупать);I will buy;покупать;to buy (bought, bought)
Ты купишь? (Ты будешь покупать?);Will you buy?;покупать;to buy (bought, bought)
Ты не служил;You didn't serve;служить;to serve (served)
Она служила;She served;служить;to serve (served)
Ты служишь? ;Do you serve?;служить;to serve (served)
Он служит? ;Does he serve?;служить;to serve (served)
Они не будут служить;They won't serve;служить;to serve (served)
Я не служу;I don't serve;служить;to serve (served)
Она служит;She serves;служить;to serve (served)
Ты будешь служить;You will serve;служить;to serve (served)
Мы будем служить? ;Will we serve?;служить;to serve (served)
Ты не умирал;You didn't die;умирать;to die (died)
Она умерла;She died;умирать;to die (died)
Ты умирал? ;Did you die?;умирать;to die (died)
Я не умираю;I don't die;умирать;to die (died)
Она умирает;She dies;умирать;to die (died)
Он умирал? ;Did he die?;умирать;to die (died)
Они не умрут (Они не будут умирать);They won't die;умирать;to die (died)
Мы умрем (Мы будем умирать);We will die;умирать;to die (died)
Ты умрешь? (Ты будешь умирать?) ;Will you die?;умирать;to die (died)
Ты пошлешь? (Ты будешь посылать?) ;Will you send?;посылать;to send (sent, sent)
Я пошлю (Я буду посылать);I will send;посылать;to send (sent, sent)
Мы не пошлем (Мы не будем посылать);We won't send;посылать;to send (sent, sent)
Они посылают? ;Do they send?;посылать;to send (sent, sent)
Он посылает;He sends;посылать;to send (sent, sent)
Она не посылает;She doesn't send;посылать;to send (sent, sent)
Ты посылал? ;Did you send?;посылать;to send (sent, sent)
Я посылал;I sent;посылать;to send (sent, sent)
Он не посылал;He didn't send;посылать;to send (sent, sent)
Мы будем строить? ;Will we build?;строить;to build (built, built)
Ты будешь строить;You will build;строить;to build (built, built)
Она строит;She builds;строить;to build (built, built)
Я не строю;I don't build;строить;to build (built, built)
Они не будут строить;They won't build;строить;to build (built, built)
Он строит? ;Does he build?;строить;to build (built, built)
Ты строишь? ;Do you build?;строить;to build (built, built)
Она строила;She built;строить;to build (built, built)
Ты не строил;You didn't build;строить;to build (built, built)
Ты останешься? (Ты будешь оставаться?) ;Will you stay?;оставаться;to stay (stayed)
Мы останемся (Мы будем оставаться);We will stay;оставаться;to stay (stayed)
Они не останутся (Они не будут оставаться);They won't stay;оставаться;to stay (stayed)
Он оставался? ;Did he stay?;оставаться;to stay (stayed)
Она остается;She stays;оставаться;to stay (stayed)
Я не остаюсь;I don't stay;оставаться;to stay (stayed)
Ты оставался? ;Did you stay?;оставаться;to stay (stayed)
Она оставалась;She stayed;оставаться;to stay (stayed)
Ты не оставался;You didn't stay;оставаться;to stay (stayed)
Он не падал;He didn't fall;падать;to fall (fell, fallen)
Я падал;I fell;падать;to fall (fell, fallen)
Ты падал? ;Did you fall?;падать;to fall (fell, fallen)
Она не падает;She doesn't fall;падать;to fall (fell, fallen)
Он падает;He falls;падать;to fall (fell, fallen)
Они падают? ;Do they fall?;падать;to fall (fell, fallen)
Мы не упадем (Мы не будем падать);We won't fall;падать;to fall (fell, fallen)
Ты упадешь (Ты будешь падать);You will fall;падать;to fall (fell, fallen)
Я упаду? (Я буду падать?) ;Will I fall?;падать;to fall (fell, fallen)
Ты не резал;You didn't cut;резать;to cut (cut, cut)
Она резала;She cut;резать;to cut (cut, cut)
Ты режешь? ;Do you cut?;резать;to cut (cut, cut)
Он режет? ;Does he cut?;резать;to cut (cut, cut)
Они не будут резать;They won't cut;резать;to cut (cut, cut)
Я не режу;I don't cut;резать;to cut (cut, cut)
Она режет;She cuts;резать;to cut (cut, cut)
Ты будешь резать;You will cut;резать;to cut (cut, cut)
Мы будем резать? ;Will we cut?;резать;to cut (cut, cut)
Ты не добился;You didn't reach;достигать (добиваться);to reach (reached)
Она достигла;She reached;достигать (добиваться);to reach (reached)
Ты добился? ;Did you reach?;достигать (добиваться);to reach (reached)
Я не достигаю;I don't reach;достигать (добиваться);to reach (reached)
Она добивается;She reaches;достигать (добиваться);to reach (reached)
Он добивался? ;Did he reach?;достигать (добиваться);to reach (reached)
Они не достигнут (Они не будут достигать);They won't reach;достигать (добиваться);to reach (reached)
Мы достигнем (Мы будем достигать);We will reach;достигать (добиваться);to reach (reached)
Ты добьешься? (Ты будешь добиваться?) ;Will you reach?;достигать (добиваться);to reach (reached)
Ты убьешь? (Ты будешь убивать?);Will you kill?;убивать;to kill (killed)
Я убью (Я буду убивать);I will kill;убивать;to kill (killed)
Мы не убьем (Мы не будем убивать);We won’t kill;убивать;to kill (killed)
Они убивают? ;Do they kill?;убивать;to kill (killed)
Он убивает;He kills;убивать;to kill (killed)
Она не убивает;She doesn't kill;убивать;to kill (killed)
Ты убивал? ;Did you kill?;убивать;to kill (killed)
Я убивал;I killed;убивать;to kill (killed)
Он не убивал;He didn’t kill;убивать;to kill (killed)
Мы поднимем? (Мы будем поднимать?) ;Will we raise?;поднимать;to raise (raised)
Ты поднимешь (Ты будешь поднимать);You will raise;поднимать;to raise (raised)
Она поднимает;She raises;поднимать;to raise (raised)
Я не поднимаю;I don't raise;поднимать;to raise (raised)
Они не поднимут (Они не будут поднимать);They won't raise;поднимать;to raise (raised)
Он поднимает? ;Does he raise?;поднимать;to raise (raised)
Ты поднимаешь? ;Do you raise?;поднимать;to raise (raised)
Она поднимала;She raised;поднимать;to raise (raised)
Ты не поднимал;You didn't raise;поднимать;to raise (raised)
Ты пройдешь?;Will you pass?;миновать (проходить);to pass (passed)
Мы пройдем;We will pass;миновать;to pass (passed)
Они не пройдут;They won’t pass;миновать;to pass (passed)
Он прошел? ;Did he pass?;миновать;to pass (passed)
Она проходит;She passes;миновать;to pass (passed)
Я не пройду;I don't pass;миновать;to pass (passed)
Ты прошел? ;Did you pass?;миновать;to pass (passed)
Она прошла;She passed;миновать;to pass (passed)
Ты не прошел;You didn't pass;миновать;to pass (passed)
Он не продавал;He didn't sell;продавать;to sell (sold, sold)
Я продавал;I sold;продавать;to sell (sold, sold)
Ты продавал? ;Did you sell?;продавать;to sell (sold, sold)
Она не продает;She doesn't sell;продавать;to sell (sold, sold)
Он продает;He sells;продавать;to sell (sold, sold)
Они продают? ;Do they sell?;продавать;to sell (sold, sold)
Мы не продадим (Мы не будем продавать);We won’t sell;продавать;to sell (sold, sold)
Я продам (Я буду продавать);I will sell;продавать;to sell (sold, sold)
Ты продашь? (Ты будешь продавать?);Will you sell?;продавать;to sell (sold, sold)
Ты не решал;You didn't decide;решать (решаться);to decide (decided)
Она решила;She decided;решать;to decide (decided)
Ты решаешь? ;Do you decide?;решать;to decide (decided)
Он решает? ;Does he decide?;решать;to decide (decided)
Они не будут решать;They won't decide;решать;to decide (decided)
Я не решаю;I don't decide;решать;to decide (decided)
Она решает;She decides;решать;to decide (decided)
Ты будешь решать;You will decide;решать;to decide (decided)
Мы будем решать? ;Will we decide?;решать;to decide (decided)
Ты не возвращался;You didn't return;возвращаться;to return (returned)
Она вернулась;She returned;возвращаться;to return (returned)
Ты вернулся? ;Did you return?;возвращаться;to return (returned)
Я не возвращаюсь;I don't return?;возвращаться;to return (returned)
Она возвращается;She returns;возвращаться;to return (returned)
Он вернулся? ;Did he return?;возвращаться;to return (returned)
Они не вернутся;They won't return;возвращаться;to return (returned)
Мы вернемся;We will return;возвращаться;to return (returned)
Ты вернешься? ;Will you return?;возвращаться;to return (returned)
Ты объяснишь?  ;Will you explain?;объяснять;to explain (explained)
Я объясню (Я буду объяснять);I will explain;объяснять;to explain (explained)
Мы не будем объяснять;We won't explain;объяснять;to explain (explained)
Они объясняют? ;Do they explain?;объяснять;to explain (explained)
Он объясняет;He explains;объяснять;to explain (explained)
Она не объясняет;She doesn't explain;объяснять;to explain (explained)
Ты объяснял? ;Did you explain?;объяснять;to explain (explained)
Я объяснял;I explained;объяснять;to explain (explained)
Он не объяснял;He didn't explained;объяснять;to explain (explained)
Мы будем надеяться? ;Will we hope?;надеяться;to hope (hoped)
Я буду надеяться;I will hope;надеяться;to hope (hoped)
Она надеется;She hopes;надеяться;to hope (hoped)
Я не надеюсь;I don't hope;надеяться;to hope (hoped)
Они не будут надеяться;They won't hope;надеяться;to hope (hoped)
Он надеется? ;Does he hope?;надеяться;to hope (hoped)
Ты надеешься? ;Do you hope?;надеяться;to hope (hoped)
Она надеялась;She hoped;надеяться;to hope (hoped)
Он не надеялся;He didn't hope;надеяться;to hope (hoped)
Ты будешь развивать? ;Will you develop?;развивать;to develop (developed)
Мы будем развивать;We will develop;развивать;to develop (developed)
Они не будут развивать;They won't develop;развивать;to develop (developed)
Он развивал? ;Did he develop?;развивать;to develop (developed)
Она развивает;She develops;развивать;to develop (developed)
Я не развиваю;I don't develop;развивать;to develop (developed)
Ты развивал? ;Did you develop?;развивать;to develop (developed)
Она развивала;She developed;развивать;to develop (developed)
Ты не развивал;You didn't develop;развивать;to develop (developed)
Он не нёс;He didn't carry;нести (везти);to carry (carried)
Я нёс ;I carried;нести (везти);to carry (carried)
Ты нёс? ;Did you carry?;нести (везти);to carry (carried)
Она не несёт;She doesn't carry;нести (везти);to carry (carried)
Он несет ;He carries;нести (везти);to carry (carried)
Они несут? ;Do they carry?;нести (везти);to carry (carried)
Мы не понесем (Мы не будем нести);We won't carry;нести (везти);to carry (carried)
Ты понесешь (Ты будешь нести);You will carry;нести (везти);to carry (carried)
Я понесу? (Я буду нести?) ;Will I carry?;нести (везти);to carry (carried)
Ты не ломал;You didn’t break;ломать;to break (broke, broken)
Она ломала;She broke;ломать;to break (broke, broken)
Ты ломаешь? ;Do you break?;ломать;to break (broke, broken)
Он ломает? ;Does he break?;ломать;to break (broke, broken)
Они не будут ломать;They won't break;ломать;to break (broke, broken)
Я не ломаю;I don't break;ломать;to break (broke, broken)
Она ломает;She breaks;ломать;to break (broke, broken)
Ты сломаешь;You will break;ломать;to break (broke, broken)
Мы будем ломать? ;Will we break?;ломать;to break (broke, broken)
Ты не получал;You didn't receive;получать;to receive (received)
Она получала;She received;получать;to receive (received)
Ты получал? ;Did you receive?;получать;to receive (received)
Я не получаю;I don't receive;получать;to receive (received)
Она получает;She receives;получать;to receive (received)
Он получал? ;Did he receive?;получать;to receive (received)
Они не получат (Они не будут получать);They won't receive;получать;to receive (received)
Мы получим (Мы будем получать);We will receive;получать;to receive (received)
Ты получишь? (Ты будешь получать?);Will you receive?;получать;to receive (received)
Ты согласишься? (Ты будешь соглашаться?) ;Will you agree?;соглашаться;to agree (agreed)
Я соглашусь (Я буду соглашаться);I will agree;соглашаться;to agree (agreed)
Мы не согласимся (Мы не будем соглашаться);We won't agree;соглашаться;to agree (agreed)
Они соглашаются? ;Do they agree?;соглашаться;to agree (agreed)
Он соглашается;He agrees;соглашаться;to agree (agreed)
Она не соглашается;She doesn't agree;соглашаться;to agree (agreed)
Ты соглашался? ;Did you agree?;соглашаться;to agree (agreed)
Я соглашалась;I agreed;соглашаться;to agree (agreed)
Он не соглашался;He didn't agree;соглашаться;to agree (agreed)
Мы поддержим? (Мы будем поддерживать?) ;Will we support?;поддерживать;to support (supported)
Ты поддержишь? (Ты будешь поддерживать);Will you support?;поддерживать;to support (supported)
Она поддерживает;She supports;поддерживать;to support (supported)
Я не поддерживаю;I don't support;поддерживать;to support (supported)
Они не поддержат (Они не будут поддерживать);They won't support;поддерживать;to support (supported)
Он поддерживает? ;Does he support?;поддерживать;to support (supported)
Ты поддерживаешь? ;Do you support?;поддерживать;to support (supported)
Она поддерживала;She supported;поддерживать;to support (supported)
Ты не поддерживал;You didn't support;поддерживать;to support (supported)
Ты ударишь? (Ты будешь ударять?) ;Will you hit?;ударять;to hit (hit, hit)
Мы ударим (Мы будем ударять);We will hit;ударять;to hit (hit, hit)
Они не ударят (Они не будут ударять);They won't hit;ударять;to hit (hit, hit)
Он ударял? ;Did he hit?;ударять;to hit (hit, hit)
Она ударяет;She hits;ударять;to hit (hit, hit)
Я не ударяю;I don't hit;ударять;to hit (hit, hit)
Ты ударял? ;Did you hit?;ударять;to hit (hit, hit)
Она ударяла;She hit;ударять;to hit (hit, hit)
Ты не ударял;You didn't hit;ударять;to hit (hit, hit)
Он не производил;He didn't produce;производить;to produce (produced)
Я производила;I produced;производить;to produce (produced)
Ты производил? ;Did you produce?;производить;to produce (produced)
Она не производит;She doesn't produce;производить;to produce (produced)
Он производит;He produces;производить;to produce (produced)
Они производят? ;Do they produce?;производить;to produce (produced)
Мы не будем производить;We won't produce;производить;to produce (produced)
Ты будешь производить;You will produce;производить;to produce (produced)
Я буду производить? ;Will I produce?;производить;to produce (produced)
Ты не ел;You didn't eat;есть;to eat (ate, eaten)
Она ела;She ate;есть;to eat (ate, eaten)
Ты ешь? ;Do you eat?;есть;to eat (ate, eaten)
Он ест? ;Does he eat?;есть;to eat (ate, eaten)
Они не будут есть;They won't eat;есть;to eat (ate, eaten)
Я не ем;I don't eat;есть;to eat (ate, eaten)
Она ест;She eats;есть;to eat (ate, eaten)
Ты будешь есть;You will eat;есть;to eat (ate, eaten)
Мы будем есть? ;Will we eat?;есть;to eat (ate, eaten)
Ты не накрывал;You didn't cover;накрывать (покрывать);to cover (covered)
Она накрывала;She covered;накрывать (покрывать);to cover (covered)
Ты покрывал? ;Did you cover?;накрывать (покрывать);to cover (covered)
Я не покрываю;I don't cover;накрывать (покрывать);to cover (covered)
Она накрывает;She covers ;накрывать (покрывать);to cover (covered)
Он покрывал? ;Did he covered?;накрывать (покрывать);to cover (covered)
Они не накроют (Они не будут накрывать);They won't cover;накрывать (покрывать);to cover (covered)
Мы покроем (Мы будем покрывать);We will cover;накрывать (покрывать);to cover (covered)
Ты покроешь? (Ты будешь покрывать?);Will you cover?;накрывать (покрывать);to cover (covered)
Ты будешь ловить? ;Will you catch?;ловить;to catch (caught, caught)
Я буду ловить;I will catch;ловить;to catch (caught, caught)
Мы не будем ловить;We won't catch;ловить;to catch (caught, caught)
Они ловят? ;Do they catch?;ловить;to catch (caught, caught)
Он ловит;He catches;ловить;to catch (caught, caught)
Она не ловит;She doesn't catch;ловить;to catch (caught, caught)
Ты ловил? ;Did you catch?;ловить;to catch (caught, caught)
Я ловил;I caught;ловить;to catch (caught, caught)
Он не ловил;He didn't catch;ловить;to catch (caught, caught)
Мы будем рисовать? ;Will we draw?;рисовать;to draw (drew, drawn)
Ты будешь рисовать;You will draw;рисовать;to draw (drew, drawn)
Она рисует;She draws;рисовать;to draw (drew, drawn)
Я не рисую;I don't draw;рисовать;to draw (drew, drawn)
Они не будут рисовать;They won't draw;рисовать;to draw (drew, drawn)
Он рисует? ;Does he draw?;рисовать;to draw (drew, drawn)
Ты рисуешь? ;Do you draw?;рисовать;to draw (drew, drawn)
Она рисовала;She drew;рисовать;to draw (drew, drawn)
Ты не рисовал;You didn't draw;рисовать;to draw (drew, drawn)
Ты будешь выбирать? ;Will you choose?;выбирать;to choose (chose, chosen)
Мы будем выбирать;We will choose;выбирать;to choose (chose, chosen)
Они не будут выбирать;They won't choose;выбирать;to choose (chose, chosen)
Он выбирал? ;Did he choose?;выбирать;to choose (chose, chosen)
Она выбирает;She chooses;выбирать;to choose (chose, chosen)
Я не выбираю;I don't choose;выбирать;to choose (chose, chosen)
Ты выбирал? ;Did you choose?;выбирать;to choose (chose, chosen)
Она выбирала;She chose;выбирать;to choose (chose, chosen)
Ты не выбирал;You didn't choose;выбирать;to choose (chose, chosen)
Он не был;He wasn't;быть;to be (was/were, been)
Я была;I was;быть;to be (was/were, been)
Ты был? ;Were you?;быть;to be (was/were, been)
Она есть;She is;быть;to be (was/were, been)
Он есть;He is;быть;to be (was/were, been)
Они есть? ;Are they?;быть;to be (was/were, been)
Мы не будем;We won't be;быть;to be (was/were, been)
Ты будешь;You will be;быть;to be (was/were, been)
Я буду? ;Will I be?;быть;to be (was/were, been)
Ты не звал;You didn't call;звать;to call (called)
Она звала;She called;звать;to call (called)
Ты зовешь? ;Do you call?;звать;to call (called)
Он зовет? ;Does he call?;звать;to call (called)
Они не позовут (Они не будут звать);They won't call;звать;to call (called)
Я не зову;I don't call;звать;to call (called)
Она зовет;She calls;звать;to call (called)
Ты позовешь (Ты будешь звать);You will call;звать;to call (called)
Мы позовем? (Мы будем звать?);Will we call?;звать;to call (called)
Ты не спрашивал;You didn't ask;спрашивать;to ask (asked)
Она спрашивала;She asked;спрашивать;to ask (asked)
Ты спрашивал? ;Did you ask?;спрашивать;to ask (asked)
Я не спрашиваю;I don't ask;спрашивать;to ask (asked)
Она спрашивает;She asks;спрашивать;to ask (asked)
Он спрашивал? ;Did he ask?;спрашивать;to ask (asked)
Они не спросят (Они не будут спрашивать);They won't ask;спрашивать;to ask (asked)
Мы спросим (Мы будем спрашивать);We will ask;спрашивать;to ask (asked)
Ты спросишь? (Ты будешь спрашивать?);Will you ask?;спрашивать;to ask (asked)
Ты положишь? (Ты будешь класть? );Will you put?;класть;to put (put, put)
Я положу (Я буду класть);I will put;класть;to put (put, put)
Мы не положим (Мы не будем класть);We won't put;класть;to put (put, put)
Они кладут? ;Do they put?;класть;to put (put, put)
Он кладет;He puts;класть;to put (put, put)
Она не кладет;She doesn't put;класть;to put (put, put)
Ты клал? ;Did you put?;класть;to put (put, put)
Я клал;I put;класть;to put (put, put)
Он не клал;He didn't put;класть;to put (put, put)
